artist_name,artist_id,country,begin_date,end_date,type,gender,disambiguation
Demarre McGill,c9943d97-ffc1-4021-ad04-1e3a7260e189,US,,,Person,male,flutist
Led Zeppelin,678d88b2-87b0-403b-b63d-5da7465aecc3,GB,1968,1980-09-25,Group,,
RCA Orchestra,125ec42a-7229-4250-afc5-e057484327fe,XW,,,Other,not applicable,"Special Purpose Artist – Do not add releases here, if possible."
Karen Clark Sheard,7a000fe1-3297-44ca-81af-b6e46aa5a0b1,US,1960-11-15,,Person,female,gospel singer
Albhy Galuten,8554f6cf-2a29-4973-bfc9-5c59ad8264f5,US,1947-12-27,,Person,male,
Orchestra,c01557ad-d41e-4316-a285-605769e2ab3b,US,1927,1938,Orchestra,,
Daniel Chong,9947bc7c-655e-4045-87eb-ead23a338b34,US,,,Person,male,violinist
Michael Bolton,e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,US,1953-02-26,,Person,male,
Napoleon Murphy Brock,fddef795-c4fe-419e-8822-5130cff27b29,US,1945-06-07,,Person,male,
Swae Lee,a17ce9c3-8f6f-4dcc-a1b7-2a04ab9e31f0,US,1993-06-07,,Person,male,
Juan Luis Guerra 4.40,1659a41f-27d3-4823-8a15-bf7cd295cf59,DO,1984,,Group,,
Daniel Ho,27a24dc9-94e0-46ca-a263-4d71d074c6fd,US,1949-12-31,,Person,male,
Benny Goodman,b09ae88f-4156-4caa-b129-1cacb5e1632e,US,1909-05-30,1986-06-13,Person,male,clarinetist and bandleader
The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,CA,1990-02-16,,Person,male,Canadian R&B singer
Leon Bridges,69d9dfd7-19b7-4a75-8a53-9f733fb5d774,US,1989-07-13,,Person,male,American soul singer‐songwriter
Skrillex,ae002c5d-aac6-490b-a39a-30aa9e2edf2b,US,1988-01-15,,Person,male,
Manfred Eicher,34101668-3a6e-4fb7-8a8e-8f6130cb9127,CH,1960-08-17,,Person,male,Swiss chanson/pop rock
Bob Dylan,72c536dc-7137-4477-a521-567eeb840fa8,US,1941-05-24,,Person,male,
Charles Nelson Reilly,8ff4366c-efa1-489c-8251-de34db241c25,US,1931-01-13,2007-05-25,Person,male,
Berlin Philharmonic Orchestra,299597ae-3a20-4bf1-973e-03704af69f6b,GB,1946,,Orchestra,,
Matthew Gladden,0eb6f575-aae0-4179-a2c3-6162ad4703ff,,,,Person,male,
Adam Kantor,47fbccf2-0697-4869-90d5-f406cb22551d,US,1986-05-26,,Person,male,
Emily King,a4ac255f-9775-4c16-8642-7f51502e45dd,US,1947-09-21,,Person,male,author
Robert Russell Bennett,e7f79190-1c91-4260-853c-1a0738765a55,GB,,,Person,male,trumpetist
Steve Wariner,1bbddf35-a5a4-49a8-a8e7-fbfc419cc0f0,US,1954-12-25,,Person,male,American country music singer
Johnny Mann Singers,405b79cc-146d-4fd6-b208-041aaded9e84,US,,,Group,,
Isley Brothers,4a76400d-283f-492e-9754-18ef41755f81,US,1954,,Group,,
Wayne Shorter Quartet,b1a2acf2-f076-4bb1-bb85-fda238ae2e85,US,,,Group,,
Vadim Gan,1b0e2671-1119-42a0-b202-7d9a53ee80b6,,,,Person,,"bass, protodeacon"
OutKast,73fdb566-a9b1-494c-9f32-51768ec9fd27,US,1991,,Group,,
David Sanborn,00ce2ec6-5ccb-4dc3-ac89-08779926d2b3,US,1945-07-30,2024-05-12,Person,male,
Larry Ford,947163f5-f306-4d78-a316-8c3fb317ae50,US,1919-02-13,1991-10-17,Person,male,
That Was The Week That Was (Cast),cd0ac3bc-b8ca-42ef-bd24-2a8b808d0e96,,2008,,Group,,
The Afro-Latin Jazz Orchestra,9d17ecb3-c83a-44c2-b2e5-2baffe833d9d,,2002,,Group,,
The Creator,f6beac20-5dfe-4d1f-ae02-0b0a740aafd6,US,1991-03-06,,Person,male,
Colby Wedgeworth,ca4737c1-2f9b-4e3c-851a-a9c70b5886be,US,,,Person,male,"pop/rock producer from Sacramento, CA"
Jerry Orbach,c9f3fa43-fd15-4517-92e0-38f51eac447b,US,1935-10-20,2004-12-28,Person,male,
Kronos Quartet,f5586dfa-7031-4af0-8042-19b6a1170389,US,1973,,Group,,
Wayne Toups,a0583569-f3e4-4c28-87b0-742b18db555b,US,1958-10-02,,Person,male,
John Coltrane,b625448e-bf4a-41c3-a421-72ad46cdb831,US,1926-09-23,1967-07-17,Person,male,
Bonnie Raitt,0f0da09c-3940-4cb5-879f-4cea28907810,US,1949-11-08,,Person,female,
Sean Paul,c3da3346-2643-48a7-93cd-011f6834b3d7,JM,1973-01-09,,Person,male,Jamaican reggae/dancehall
Tommy Allsup,0fd4c0fa-88dd-4c8c-9def-1c454099f6a2,US,1931-11-24,2017-01-11,Person,male,
Ernie Watts,70c5aa15-491d-41ad-bf81-0992169beb4f,US,1945-10-23,,Person,male,jazz and blues saxophonist
Brad Paisley,6cfd7ffc-824f-4219-8e27-4b9417700f44,US,1972-10-28,,Person,male,
ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,ES,1992-09-25,,Person,female,Spanish singer
Big Thief,9f81247f-7f57-42f3-a8ba-75bef554e591,US,2015,,Group,,US indie folk band
Dobet Gnahore,966e9735-f97c-40b8-b54c-9a9acf8d7c86,CI,1982-06-17,,Person,female,
Chorus De L'Orchestre Symphonie Montreal; L'Orchestra Symphonie Montreal,e31d4357-d6a9-4c7e-a176-cda7c785093f,,1974,,Orchestra,,
Daniel Reichard,2a87cffe-6a1d-4dd8-b6c4-b6b7b7649e2d,,,,Person,male,
Arrested Development,d8b15d32-609e-44a6-bff1-65c4df53a9f1,US,1988,,Group,,
John Lankston,01dbb6ee-2905-4c56-9f1e-2f191a32e978,US,1934,2018-07-12,Person,male,
Hope Clarke,3c79e3ff-f41b-45d8-af26-40151798056b,JM,1955-01-12,,Person,male,"Jamaican reggae musician, also known as Shy Tony"
Guanqun Yu,b4006d48-1889-4472-b141-92ceb3a64b54,CN,1982,,Person,female,soprano
will.i.am,d574c9bd-46f6-440a-8d6a-8412a283eeb1,US,1975-03-15,,Person,male,American rapper and producer
Steven Epstein,ca36aca5-9442-4bd9-ac95-3346061ff259,,,,Person,male,
Arnold Schoenberg Chor,29ae6848-5db5-4ea5-aa87-fa944c0b3d76,AT,1972,,Choir,,
Old Crow Medicine Show,0202af38-ac32-48d0-a546-87caaef2dee2,US,1998,,Group,,
Percy Faith Orchestra And Chorus,291dcfb8-b31c-496a-905b-9955509d75b6,CA,1908-04-07,1976-02-09,Person,male,
(The Sesame Street Muppets,d68700b6-aae7-478a-b75b-5ea8c6851cd4,US,1969,,Group,,children's TV show
Stephen Albert,10f89195-3af1-46f5-aa36-504aa3309f5a,US,1923-04-25,1992-12-21,Person,male,well‐known US blues guitarist & singer
John Hammond,d83e599c-2d5a-44ec-b727-587e1455b1b5,US,1942-11-13,,Person,male,blues singer and guitarist
Sr.),b7a0fec6-a9d5-4d3c-90ab-5b3438a24eaf,ES,1990,,Group,,
Festspielorchester Bayreuth; Festspielchor Bayreuth,d90e3313-7a9e-43ee-aae8-769a53f65e92,,,,Orchestra,,
Clannad,d45641da-371c-430e-8907-6086590ab282,IE,1970,,Group,,
Dixie Chicks,3248ed2d-bada-41b5-a7b6-ac88faa1f1ac,US,1989,,Group,,"US country trio, formerly known as the Dixie Chicks"
Anthony McGill,2414cfd6-cc1d-46b0-92bf-4bd2c5dcc3ba,US,1979-07-17,,Person,male,clarinetist
Walt Dohrn,252f4cf9-60c7-4658-82e1-0875553cfbcc,US,1970-12-05,,Person,male,
Jon Samson,df38c0f9-aea2-425c-bd92-8d2e101fadd6,GB,1977-09,2002,Group,,NWoBHM band
Grupo Mania,7b04f34f-f6a6-49e9-821c-bcb4e95099b0,PR,1993,,Group,,
Maria Schneider; Australian Chamber Orchestra,664725d2-c2ee-46dd-8ab2-48e1a19b14d3,US,1965-10-12,,Person,male,"singer-songwriter from Austin, Texas"
Bryan Pinkall,4dbf5678-7a31-406a-abbe-232f8ac2cd63,CA,1959-11-05,,Person,male,Canadian singer/songwriter
Drake,9fff2f8a-21e6-47de-a2b8-7f449929d43f,CA,1986-10-24,,Person,male,Canadian rapper
Barbara Baxley,732d60b9-56c8-4842-9e33-e00d08781908,,,,Person,female,
The Temptations,d8df96ae-8fcf-4997-b3e6-e5d1aaf0f69e,US,1960,,Group,,Motown soul vocal group
Paavo Järvi,a1830e61-221e-4770-be88-07b63724dd80,EE,1962-12-30,,Person,male,conductor
Iron Maiden,ca891d65-d9b0-4258-89f7-e6ba29d83767,GB,1975-12-25,,Group,,English heavy metal band
William Murphy,4c56405d-ba8e-4283-99c3-1dc95bdd50e7,IE,1973-07-05,,Person,female,
Zappa Plays Zappa,fcebdabe-319f-4690-8827-c8fac63b1b80,US,2006,,Group,,
James Morris,b8634d0b-e1f8-4671-9ed9-21e9a03973ed,CA,1970-05-25,,Person,male,Canadian score composer
Black Pumas,dd569857-d15e-4dbe-baad-b46a5ffe34a0,US,2017,,Group,,
songwriter (Randy Newman),da7bb7d8-557d-4635-9ca1-e6e985525bd5,US,1943-11-28,,Person,male,American singer‐songwriter and score composer
Duffy,2c4dae8c-e591-49e0-9c5a-62b310a15788,GB,1984-06-23,,Person,female,"Welsh singer, songwriter and occasional actress"
ensembles; Fred Vogler,673a31f1-cc0e-4a1c-b08a-b7b1b0a9e620,,,,,,
Judy Collins,06f9c474-0547-40fc-be3d-1ae6ce38abd7,US,1939-05-01,,Person,female,
Emerson String Quartet,56cfe6aa-b464-43d2-bec7-8ec52f313e7d,US,1999,,Group,,
New Philharmonia Orchestra,5610302e-bfd9-421c-80e2-03d790a0f5e5,,1945-10,,Orchestra,,"London orchestra, known as New Philharmonia Orchestra from 1964–1976"
Miguel Zenón,86ee1c88-1c86-4612-99e2-455c62bb6169,US,1976-12-30,,Person,male,
Nikolay Didenko,a08de1df-9f99-4e55-841b-967b2f56db58,,,,Person,male,
Ray Barretto,169153fd-ba80-401a-8ccd-2825efaf9155,US,1929-04-29,2006-02-17,Person,male,
Bryce Dessner,20336142-85de-4e11-a1fd-a6c815b4e583,US,1976-04-23,,Person,male,North American composer and guitarist
Paul Davidson,ef8e4bcc-10f7-41c8-8797-cf604f0796f2,,,2005,Person,male,alias of voice actor David Case
Grupo Fantasma,d1aed914-6a94-4643-9af4-b80682aa6c14,,2000,,Group,,"latin funk orchestra from Austin, Texas"
Cal Tjader,1015b5e3-8e3d-4d78-806a-c530cf742e66,US,1925-07-16,1982-05-05,Person,male,
John Cunningham,864e3582-9e99-44fe-8338-8118d55ab007,GB,,,Person,male,English pop artist
Ruby Dee,43826bcf-2c17-4bf5-92cf-671c184e215f,US,1950-05-27,,Person,female,
conductor; Christopher Alder,119d8f48-84dd-4cd7-93e7-2a5eca6cc9db,,2021,,Group,,Cape Breton band
Sam Kinison,babd713f-fbe2-4706-868d-3cb8e6d4bcb9,US,1953-12-08,1992-04-10,Person,male,
Anna Wise,ae29aae4-abfb-4609-8f54-417b1f4d64cc,GB,1967-09-13,,Person,male,video game composer
Natalia Katyukova,125a6657-1ec2-48c8-a980-e9e42f3de06f,BE,1980-12-03,,Person,female,Belgian singer Natalia Druyts
Shel Silverstein,1ce887e7-a9ca-4545-bb75-5af9cea6c862,US,1930-09-25,1999-05-10,Person,male,
David Houston,0307edfc-437c-4b48-8700-80680e66a228,US,1963-08-09,2012-02-11,Person,female,
Raphael Hillyer,7adf7354-ab1f-4ad9-9ebf-4be8e9eb6f5a,US,1914-04-10,2010-12-27,Person,male,American violist
Daniel Winans,5a5d32e1-f3d2-4fde-8b41-24a78e696b83,US,1964-10-08,,Person,female,
Daft Punk,056e4f3e-d505-4dad-8ec1-d04f521cbb56,FR,1993,2021-02-22,Group,,French electronic duo
Steve Reich,a3031680-c359-458f-a641-70ccbaec6a74,US,1936-10-03,,Person,male,American composer
James Cleveland,12e88ee2-c7c6-496d-bb8c-3c31e366c721,US,1931-12-05,1991-02-09,Person,male,
Gary Burton,7b5b8b1b-414b-44e8-862f-b1f20fcef5dc,US,1943-01-23,,Person,male,jazz vibraphonist and composer
50 Cent,8e68819d-71be-4e7d-b41d-f1df81b01d3f,US,1975-07-06,,Person,male,
Maya Angelou,80ce4e18-92ca-4079-b07c-11ac454b7755,US,1928-04-04,2014-05-28,Person,female,
Norah Jones,985c709c-7771-4de3-9024-7bda29ebe3f9,US,1979-03-30,,Person,female,
Black Eagle,2fd36449-c14e-4f4e-b059-8ba27b0e5c02,,,,Character,female,ガーリー・エアフォース
Kevin Keys,8ef1df30-ae4f-4dbd-9351-1a32b208a01e,US,1981-01-25,,Person,female,
Bobby Jones,f2903be0-79a7-4334-8cc5-e45309482a97,US,1931-09-12,2013-04-26,Person,male,US country music vocalist
Mark O'Connor,4c82141c-65e2-49aa-9660-c9df88309373,US,1961-08-05,,Person,male,"US bluegrass, country and classical fiddler/composer"
Mahler Chamber Orchestra,744b6526-77ce-484e-8816-d06aaebccfa1,,1997,,Orchestra,,
Thundercat,044fd265-79dd-43eb-afc4-8b20becf7e17,US,1984-10-19,,Person,male,American musician
Barbra Streisand,56cd15a1-0d74-438b-8244-c96ffe1cae03,US,1942-04-24,,Person,female,
Simin Ganatra,9bb65191-6949-4596-9104-226f9b227758,US,,,Person,female,violinist
Joss Stone With Van Hunt,1f9df192-a621-4f54-8850-2c5373b7eac9,DE,1770-12-17,1827-03-26,Person,male,German composer
Killer Mike,47864525-aea7-439a-800f-17c57e51cbcc,US,1975-04-20,,Person,male,
Crystal Gayle,cefd9d3d-9506-461c-972f-89b4cbade9da,US,1951-01-09,,Person,female,
David Skidmore),31efdfb7-0995-4e75-85ec-43868eb269b7,US,,,Person,male,American percussionist and composer
songwriters (Celine Dion),847e8a0c-cc20-4213-9e16-975515c2a926,CA,1968-03-30,,Person,female,
Soul II Soul,9350241a-d698-4489-92bf-41794f383ff3,GB,1988,,Group,,
Woody Herman,73bb2ece-7ef7-4ee9-b3a0-bffe0b481bb0,US,1913-05-16,1987-10-29,Person,male,
The Mavericks,21e68cc5-1295-4b66-8f4d-6ba58d63f78c,US,1989,,Group,,American country music band
Jose Carreras,7716ddac-2f24-44fa-81b1-bfa920811445,ES,1946-12-05,,Person,male,Spanish tenor
The Blowfish,41e86104-3b9c-4deb-8e65-89ee4686ac33,,,,Group,,
Joy Williams,53b106e7-0cc6-42cc-ac95-ed8d30a3a98e,US,1932-02-08,,Person,male,American score composer
Ken Cowan; Houston Chamber Choir,2290423b-bf77-4eec-b8f2-a3168696994a,CA,1974,,Person,male,Canadian organist
Don Henley,b2c2d4fe-8c1e-44ec-8be6-ff500e105a90,US,1947-07-22,,Person,male,
(Sly,6e14dc18-9313-4afa-9344-4b6c2bf80fca,JM,1978,,Group,,
Elza Van den Heever,ab70e290-b264-418b-a634-2961d8026189,FR,,,Person,female,soprano
Jaime Laredo,f50c6755-25c7-4970-92c5-87b230819a8a,BO,1941-06-07,,Person,male,violinist & conductor
Joel Guzman,c33feb34-94f3-4db2-a695-4c87997ba845,US,,,Person,male,Tex Mex Accordionist
Jeff Beck,309c62ba-7a22-4277-9f67-4a162526d18a,US,1970-07-08,,Person,male,"alt rock, multi‐instrumentalist Beck Hansen"
Pierre Boulez,3bce590b-479f-42ca-b9e0-82883e0db9a2,FR,1925-03-26,2016-01-05,Person,male,composer and conductor
Tim Menzies,72a18af6-11ac-478c-ae5f-9ff22c4197d7,US,1959-08-25,,Person,male,
Lady Antebellum,042dfacb-5f7e-42be-89b8-e2ef34b5dfc5,,,,Group,,New Zealand instrumental metal/rock
Rob Cavallo,5027aae6-4eae-4746-9756-678947c6a3d1,,,,Group,,
Natalie Cole,eb45032c-80da-469c-be20-1d09f08ef37f,US,1950-02-06,2015-12-31,Person,female,
Kunal Nayyar),5594468e-2fe3-4dd3-ba1d-fe4a45bfab6d,US,1981-04-30,,Person,male,British Indian actor
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,US,1979,2014,Group,,
Isidore Cohen,65314b12-0e08-43fa-ba33-baaa7b874c15,CA,1934-09-21,2016-11-07,Person,male,Canadian singer‐songwriter and poet
Patricia Kopatchinskaja,d290d27c-ed19-415a-ab43-ddb2f4071f76,MD,1977-03,,Person,female,violinist
Murphy Lee,5a2463af-eef0-4a22-bc8f-5865fbe9c78e,US,1920-05-26,2002-01-21,Person,female,jazz vocalist
International Contemporary Ensemble,b0c74f99-ff9a-4462-bb1f-aada3beac4f8,US,2001,,Group,,
Natalia Lafourcade,2ceb4e66-4eaa-4dba-ad3a-30df3b742557,MX,1984-02-26,,Person,female,
Solomon Burke,d5c79890-36c5-4f1b-bed3-4468eee093f3,US,1940-03-21,2010-10-10,Person,male,
Bernie Herms,76bb8597-a5a6-4b59-81bf-a1d997ac0a40,CA,1972-03-26,,Person,male,
Whitney Houston,0307edfc-437c-4b48-8700-80680e66a228,US,1963-08-09,2012-02-11,Person,female,
Howard Mitchell,a6de8ef9-b1a1-4756-97aa-481bbb8a4069,CA,1943-11-07,,Person,female,
Daniel Caesar,b46e298d-d3a5-4695-a03e-63e8c523b23e,CA,1995-04-05,,Person,male,Canadian R&B and soul singer-songwriter
The Fresh Prince,ac444dbc-a418-4960-98f6-bdeda78179e0,NG,1991-03-16,,Person,male,Nigerian singer-songwriter
Mike Farris,82248531-028c-4e06-b5b2-240a74ca3691,US,1968,,Person,male,
Cortelia Clark,40e69149-45a7-4dab-8128-c5a4d9654eeb,GB,1932-11-15,,Person,female,English singer & actress
Ashley McBryde,ba8520a7-e14a-4ba6-9ab5-1fab4d0a154f,,1983-07-29,,Person,female,
Gilberto Santa Rosa,de13522c-692e-4755-955e-dc931fea4e2b,PR,1962-08-21,,Person,male,
Tim Rice,0226e802-58d9-4e2e-9b02-f46711bcbf93,GB,1944-11-10,,Person,male,
Mandy Patinkin,a118423d-5b0d-4d9c-84a2-438fc7e40181,US,1952-11-30,,Person,male,
Robert Glasper Experiment,0ec3c9dc-45e7-4bc1-9813-a866acaae772,US,2007,,Group,,
Adele,cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493,GB,1988-05-05,,Person,female,UK soul/jazz singer
Latvian Radio Choir,9a6cdfe0-82ec-4aea-93a5-bcd473d8437d,DE,1946-05-01,,Choir,,
Marietta Simpson,79016501-61e0-4116-a43d-10fe8d1535cb,US,1954,,Person,female,mezzo-soprano
The Kentucky Headhunters,885e66f0-8485-451d-9893-5552260b788d,US,1968,,Group,,
Sharon Isbin,134ef18b-da25-460f-b03c-0e120d75efd0,US,1956-08-07,,Person,female,classical guitarist
Sugaray Rayford,586b9aa3-ea8c-4894-97f2-dc8d073fe746,US,1969-02-13,,Person,male,
Luther Vandross,816d9b5d-eaf9-4a97-b5f7-6e82cd01aafe,US,1951-04-20,2005-07-01,Person,male,
Washington Choir,125ec42a-7229-4250-afc5-e057484327fe,XW,,,Other,not applicable,"Special Purpose Artist – Do not add releases here, if possible."
Jill Scott,b1fb6a18-1626-4011-80fb-eaf83dfebcb6,US,1972-04-04,,Person,female,
Wind,535afeda-2538-435d-9dd1-5e10be586774,US,1969,,Group,,
Claudia Brant,e4d87fd7-800e-4093-b7da-5a7c8a552f7b,,2018-06-04,,Person,,
Melba Moore,3dd35366-4551-4818-bc87-c0fd83f002b1,US,1945-10-29,,Person,female,
Toumani Diabaté,b96ba7e7-d882-409a-9825-ed3d6dbb437d,ML,1965-08-10,2024-07-19,Person,male,
Covent Garden; Orchestra of the Royal Opera House,153c9281-268f-4cf3-8938-f5a4593e5df4,US,1984,2017,Group,,
Branford Marsalis,fd9cdeb8-5436-46a7-8e17-4ee900219246,US,1960-08-26,,Person,male,saxophonist
Thelma Houston,cb327970-cf95-4f2d-91db-b1b787aa51f9,US,1946-05-07,,Person,female,
James Conlon,0a4a9585-c3c7-4231-a19a-465041b7d99f,US,1950-03-18,,Person,male,conductor
producer; Bruce Egre,24b226f7-c496-4e6d-b872-c9fa2fd75e4e,,,,Person,male,
Jon Cleary,a417f0e5-2c14-445a-9a07-5a7ad2bdeafa,,1962-08-11,,Person,male,US funk/R&B musician
Conway Twitty,a3c60d26-90d6-4788-ba9b-a89693fc396d,US,1933-09-01,1993-06-05,Person,male,
Karim Sulayman; Jeannette Sorrell,80903eb5-0222-4071-a876-ede5bbe1977b,,,,Person,male,tenor
Jason Mraz,82eb8936-7bf6-4577-8320-a2639465206d,US,1977-06-23,,Person,male,
T-Bone Walker,f1a3fb4a-fff6-4556-a290-3704b109da90,US,1910-05-28,1975-03-16,Person,male,"US blues musician & songwriter, 1910–1975"
Steve Goodman,b09ae88f-4156-4caa-b129-1cacb5e1632e,US,1909-05-30,1986-06-13,Person,male,clarinetist and bandleader
Hillary Rodham Clinton,858a3d95-e1b2-4aac-8427-a99e391ce8c5,US,1947-10-26,,Person,female,
Peter Tosh,7db6aae5-6644-4513-9bfc-ca2e79d4469c,JM,1944-10-19,1987-09-11,Person,male,
Jason Ingram,d870d247-95ba-48e7-be96-ae3061e16f53,CA,1975-06-13,,Person,male,television composer
Zedd,56c4b861-0922-4c3a-a9b9-3bfcb00f8274,DE,1989-09-02,,Person,male,Russian‐German producer
Loretta Lynn,613260c3-d620-4645-94cd-33cd55f29b1e,US,1932-04-14,2022-10-04,Person,female,
Skrillex And Diplo,8a40cfa4-e190-4133-a9af-e668c7d5f6f3,US,2013,2016,Group,,Skrillex & Diplo
producer; Wolf-Dieter Karwatky,24b226f7-c496-4e6d-b872-c9fa2fd75e4e,,,,Person,male,
Virginia Majewski,567ceb04-80ea-4328-b578-9b3b1f81450a,US,1907-08-30,1995-10-09,Person,female,violist
Bob Moses,7ce3d484-d681-437c-8d33-913261d0ad51,CA,,,Group,,Canadian electronica duo of Tom Howie & Jimmy Vallance
Stavanger Symphony Orchestra,38712b4c-0fd4-4c65-8c7a-45676fecc973,GB,1904,,Orchestra,,
Helmut Mühle,4600bca0-4595-4256-9248-ce63fa9a3ea6,,,,Person,male,
Johnny Mike,d43d12a1-2dc9-4257-a2fd-0a3bb1081b86,US,1932-02-26,2003-09-12,Person,male,country music legend
producer; Rainer Maillard,24b226f7-c496-4e6d-b872-c9fa2fd75e4e,,,,Person,male,
Sidney Poitier,d35b2f55-2f3d-47eb-b179-4248e0c96d74,US,1927-02-20,2022-01-06,Person,male,
Fiona Apple,a9ee533f-8871-4f62-a6bb-91eb264abc90,US,1977-09-13,,Person,female,
Roberta Flack,5298bbcb-7330-49bf-a780-2d757f10a20a,US,1937-02-10,2025-02-24,Person,female,
"Joe Willie ""Pinetop"" Perkins",952c3525-d3fd-4de8-be3d-975e4f028751,US,1913-07-07,2011-03-21,Person,male,
Original Cast with Angela Lansbury,12b0c33b-37de-4c56-9041-d27f9466381b,US,1925-10-16,2022-10-11,Person,female,
(David Seville And The Chipmunks) Ross Bagdasarian,68f6fc52-15fb-4b80-a02e-30958cb565d0,US,1919-01-27,1972-01-16,Person,male,Sr.; creator of Alvin and the Chipmunks
Larkin Poe,ec5436c4-c44a-47f5-a640-da8d376a3871,US,2009-11-01,,Group,,formerly known as Lovell Sisters
Darlene Love,af953ba2-283b-41ef-93bc-b4cfc5feeebc,US,1941-07-26,,Person,female,
Henry Mancini,83e71a21-caf7-4e48-8ff7-6512d51e88a3,US,1924-04-16,1994-06-14,Person,male,"US composer, conductor & arranger"
Pacific Mambo Orchestra,eceb11ad-b085-4cb3-8695-afb0ae5924d4,,,,Group,,
The Police,9e0e2b01-41db-4008-bd8b-988977d6019a,GB,1977,2008,Group,,British rock band
Wanz,1f6cdf02-c7d3-4165-bbde-b4e54420a00b,US,1961-10-09,,Person,male,US rapper/vocalist
Samuel Favre,35269076-9089-4bd7-bb7a-88ae8b35b2af,FR,1979,,Person,male,percussionist
The White Stripes,11ae9fbb-f3d7-4a47-936f-4c0a04d3b3b5,US,1997-07-14,2011-02-02,Group,,
Howard Shore,9b58672a-e68e-4972-956e-a8985a165a1f,CA,1946-10-18,,Person,male,Canadian score composer
Robert Dillon,7f242bd5-98d1-4ddf-96ea-93faa56229ae,DE,1988-04-29,,Person,female,Dominique Dillon
Faith Evans,ebcd0bad-75ef-4203-b7b3-7af38a9ef198,US,1973-06-10,,Person,female,
Mumford,c44e9c22-ef82-4a77-9bcd-af6c958446d6,GB,2007-12,,Group,,
"Missy ""Misdemeanor"" Elliott",a0b8cb9e-7532-45fe-a74c-30e7c4009a39,US,1971-07-01,,Person,female,"American rapper, singer, dancer & record producer"
David Bowie,5441c29d-3602-4898-b1a1-b77fa23b8e50,,1947-01-08,2016-01-10,Person,male,English singer‐songwriter
God's Property,d1c8d2d6-bed3-45d4-ac0c-e386c9758c02,,,,,,
LA Opera Chorus,9ade995f-2a67-4268-8220-07ffd2d4984e,,,,Choir,,
Björk,87c5dedd-371d-4a53-9f7f-80522fb7f3cb,IS,1965-11-21,,Person,female,
Quetzal,329ee384-0ffd-404b-9d87-a1e02fc661e3,US,1994,,Group,,"Chicano rock band from East Los Angeles, California"
"Kierra ""KiKi"" Sheard",83d102d1-c13b-483b-ba25-b23900e689d1,US,1987-06-20,,Person,female,
Hezekiah Walker,f503aeb7-6c16-4a99-abc4-747639ce0fe5,US,1962-12-24,,Person,male,
(Jimi Hendrix),06fb1c8b-566e-4cb2-985b-b467c90781d4,US,1942-11-27,1970-09-18,Person,male,
Justin Timberlake,596ffa74-3d08-44ef-b113-765d43d12738,US,1981-01-31,,Person,male,
David Zinman,1cb86cd3-3e28-403e-9197-9ce0cdaffbd9,US,1936-07-09,,Person,male,conductor
Flume,35fd8d42-b4a6-4414-9827-8766bd0daa3c,AU,1991-11-05,,Person,male,Australian DJ and producer
White Sun,c27cac8e-4c4a-48c0-a4ba-41399b9c176d,US,1914-05-22,1993-05-30,Person,male,
Lewis Capaldi,526aab94-697f-44a9-b630-41d1c0505953,GB,1996-10-17,,Person,male,
Carol Burnett,08f5c64e-52f6-41f3-9d23-cbb9301a2639,US,1933-04-26,,Person,female,
English Chamber Orchestra,8c936585-f1e5-4729-9402-98f319d265b0,GB,1960,,Orchestra,,
Herbert Blomstedt,b9309a94-a333-4474-8b65-ad8761f26f2e,SE,1927-07-11,,Person,male,conductor
Captain,ae27f1d1-b8c4-4b2f-88a0-094c3333ed24,US,1974,2013,Group,,
John Luther Adams,39489fa3-7031-46c6-99a5-f6b59e892f21,,,,Person,male,
songwriters (Linda Ronstadt,498f2581-be21-4eef-8756-fbb89d79b1c0,US,1946-07-15,,Person,female,
The Associates Choir,dc78f9b6-afcd-46d6-894e-2149f40a4884,GB,1976,,Group,,Scottish rock band featuring Billy MacKenzie and Alan Rankine
Mavis Staples,04f57a2d-2449-400e-8fff-5b1c5af9560b,US,1939-07-10,,Person,female,
Samuel Rhodes),ce07a247-68e0-47c2-8fba-067ed0181ae3,US,1951-07-28,2005-11-02,Person,male,
director,1e8dd502-9f1b-4f4a-9eb3-3e1d371bba3e,IE,2005,2009,Group,,Irish art rock quartet
Benny Carter,25cf5731-bed9-4604-97a4-8b9655de1a30,US,1907-08-08,2003-07-12,Person,male,
Betty Wright,eed5f159-4858-4464-93c3-fc2da3796446,US,1953-12-21,2020-05-10,Person,female,American soul and R&B singer
Solange,410e7fd3-b865-4fa0-bb18-1b7fd53382ca,US,1986-06-24,,Person,female,US RnB vocalist Solange Knowles
La Mafia,575435a1-85e7-40db-a9fd-90db0769a44b,US,1980,,Group,,
Nancy Wilson,f597eafc-4dc5-4bc4-a019-a5035a3c8502,US,1937-02-20,2018-12-13,Person,female,jazz/blues/soul singer
Kenny Rogers,c3d14b41-a48d-488f-bfed-ce0597bb0b1f,US,1938-08-21,2020-03-20,Person,male,"US country singer, songwriter, actor, record producer & entrepreneur"
Joe Lovano,f3f7cd82-7967-4c53-9db8-039bb24498c1,US,1952-12-29,,Person,male,American jazz artist
